ERA_CHAR_INFO_401;Antigonus Monopthalmus was a Macedonian general who served first under Philip II, and then under his son Alexander the Great. He received Phrygia at the Partition of Babylon and soon entered a rivalry with both the regent Perdiccas, and Eumenes, the satrap of Cappadocia. Antigonus prosecuted against Eumenes which would result in his conquest of almost all the territory within the empire; Eumenes was executed. The other Diadochi united against Antigonus and after a decade or so of almost continuous war, Antigonus was defeated and killed at the Battle of Ipsus.;;;;;;;;;;;;;x
ERA_CHAR_INFO_601;Ptolemy was a Macedonian general and childhood friend of Alexander the Great. At the Partition of Babylon he was granted the satrapy of Egypt. Ptolemy initially fought against Perdiccas, and then joined the coalition against Antigonus, specifically aiding Seleucus to retake his satrapy of Babylon. Following the death of Antigonus, Ptolemy began a centuries-long rival with Seleucus and his descendants over the eastern Mediterranean. Ptolemy died at the age of eighty-four.;;;;;;;;;;;;;x
ERA_CHAR_INFO_30001;Lysimachus was a Greek general and bodyguard of Alexander the Great. He served with distinction in India and thus was awarded with the satrapy of Thrace at the Partition of Babylon. He later joined the eventually victorious campaign against Antigonus, receiving land in Asia Minor as a result. Lysimachus later conquered Macedonia with the aid of Pyrrhus of Epirus, but relations between the two soon soured and the latter was driven from Macedonia. Intrigue at Lysimachus' court led to an invasion by Seleucus, who defeated and killed the former.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1101;Peithon was a Macedonian general and bodyguard of Alexander the Great. He was given the satrapy of Media at the Partition of Babylon, though only part of it as it was deemed to powerful for one man. It was with Peithon's involvement that the regent Perdiccas was betrayed and murdered. Following the death of the new regent Antipater, Peithon began to make war on his neighbouring satraps which prompted them to form a coalition against him. He was only able to extricate himself from the situation with the help of Antigonus, who later tricked and killed Peithon.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1;Antipater was a Macedonian general with a successful resume from the reign of Philip II. During Alexander the Greats campaigns he stayed behind in Macedonia to provide Alexander with reinforcements and rule Macedonia in his stead. After the death of Alexander he stayed in command of Macedonia and quickly took a anti-Perdiccan stance. After Perdiccas' death, he was named regent over the kings. However, Antipater was by now already in his seventies and quickly died. He named as his successor not his son, Cassander, but Polyperchon, laying the foundations for future conflict in doing so.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1001;Seleucus was one of the strongest of the Diadochi and one of few to establish a dynasty. Seleucus was born in Northern Macedonia around the same time as Alexander the Great. Seleucus accompanied Alexander into Asia and rose to command the elite Hypastist unit. After Alexander's death, Seleucus became Perdiccas' right hand and commander of the Companion cavalry. When Perdiccas died, Seleucus was awarded the satrapy of Babylonia, but was driven from it 5 years later. He fled to Ptolemy, in Egypt, and served as his commander for the next 4 years. After an Antigonid defeat, Seleucus managed to re-establish himself in Babylon and managed to conquer the eastern satrapies. He would go on to defeat Antigonus and Lysimachus and set a trend in founding cities.;;;;;;;;;;;;;x
ERA_CHAR_INFO_2;The regent, Antipater, would have 6 sons. The most popular of them was Cassander. Cassander was taught along with Alexander the Great, although he is rumored to have poisoned Alexander. When Antipater died, he chose Polyperchon in stead of Cassander as his successor. Cassander promptly invaded with an Antigonid army and reconquered Macedonia, although he wasn't very stable here. He had trouble with Antigonid invasions and Epirote interference from Olympias, Alexander's mother. Cassander would assassinate all of Alexander's relative in time. Cassander participated in the coalition against Antigonus, but didn't make any gains from its success. He would die 4 years after and his dynasty would lose the throne to Antigonus' son, Demetrius, 3 years later.;;;;;;;;;;;;;x
ERA_CHAR_INFO_402;Demetrius was the son of Antigonus, one of the most powerful of the Diadochi. He was given an army to defend Syria from Ptolemy in 312 BC, but was defeated in the battle of Gaza. He was next sent to attack Seleucus in Babylonia, but was defeated doing so. However, following that defeat, he would get many victories. He conquered Athens from Cassander and Cyprus from Ptolemy. He next unsuccessfully besieged Rhodes, gaining the nickname Besieger. In 302 BC, he returned to Greece again and captured many cities. Antigonus and Demetrius were defeated in the battle of Ipsus the next year and they lost most of their Asian holdings. Demetrius quickly recovered by conquering Macedonia from Cassanders infighting descendants. He grew too ambitious however and was defeated by Seleucus and would die in the latters prison;;;;;;;;;;;;;x
ERA_CHAR_INFO_604;Ptolemy Keraunus was the son of Ptolemy. He must have been the heir for many years, but Ptolemy made Keraunus' younger half-brother the heir-apparent. Keraunus' then moved to the court of Lysimachus with his sisters, Arsinoe and Lysandra, whom were to marry Lysimachus and Agathocles, Lysimachus' heir. Arsinoe's schemes led Lysimachus to execute Agathocles, which created a large amount of unrest. Keraunus moved with Lysandra to the court of Seleucus who promptly invaded Lysimachus' kingdom. Lysimachus was killed in battle and Keraunus' treacherously killed Seleucus to get Lysimachus' european holdings. Keraunus married Arsinoe, but she later schemed unsuccessfully against Keraunus and fled to Egypt, where she married Ptolemy II. Keraunus himself would be killed in a battle against the Galatians.;;;;;;;;;;;;;x
ERA_CHAR_INFO_602;Ptolemy II was a later son of Ptolemy. Ptolemy I passed over his earlier sons and made Ptolemy II the heir apparent. Ptolemy II made use of the power vacuum after Seleucus' death and his strong navy to establish strong Ptolemaic influence in and around the Aegean sea. He had to fight against Antiochus I and Magas, his step-brother who had taken Cyrene. He did so successfully. He made Antiochus II marry his daughter, Berenice, which caused dynastic strife in the Seleucid empire later on. Ptolemy II died in 246 BC.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1002;Antiochus I was likely far in the east when he heard of his father's death. He had just inherited an empire stretching from the Aegean coast to India. He was unsuccessful in defeating Bithynia, Pontus and Cappadocia, powers which were trying to expand in Seleucid Asia Minor. The next crisis came in 278 BC, when the Bithynians ferried the Galatians into Asia Minor. Antiochus apparently won a victory, but nevertheless lost territory in central Anatolia. He attacked Ptolemy II in the First Syrian War, but this resulted in failure. In 268 BC, Antiochus put his son Seleucus to death on the charge of rebellion. Antiochus would die in 261 BC while trying to cut Pergamum down to size.;;;;;;;;;;;;;x
ERA_CHAR_INFO_408;When Demetrius was captured by Seleucus in 284 BC, the Antigonid cause seemed lost. Macedonia had rebelled to Lysimachus, Athens and other city states made use of Antigonid weakness to preserve their independence and the army had dissipated with Demetrius. This would change with the coming of the Galatians however, since they plunged Greece into anarchy. Antigonus Gonatas, the son of Demetrius, made use of this to gain the throne of Macedonia. He was still not strong enough to face Pyrrhus' invasion, but Pyrrhus went onto his next conquest before finishing off Antigonus. This would indirectly cause Pyrrhus' death against Antigonus in Argos. Antigonus' rule would never be secure however. The many city states were eager to regain their independence and the Achaean league under Aratus of Sicyon was becoming stronger and stronger...;;;;;;;;;;;;;x
BM_RISE_OF_MACEDONIA;Rise of Macedonia;;;;;;;;;;;;;x
BM_RISE_OF_MACEDONIA_DESC;In 359 BC, the kingdom of Macedon was in turmoil. The Illyrians under Bardylis had conquered much of Macedon, and an expedition led by Perdiccas III to retake the land resulted in his death. He was succeeded by his infant son Amyntas IV but, recognising the perils of such a young king, Perdiccas' younger brother Philip declared himself king shortly after. Other than the Illyrians to the north and west, Philip's immediate problems were the powerful Thracians to his east and the many Greek city-states to the south, the most powerful of which was Athens. Will Philip preserve Macedon's independence, or will he be responsible for its downfall?;;;;;;;;;;;;;x
BM_ALEXANDER_RISES;Alexander Rises;;;;;;;;;;;;;x
BM_ALEXANDER_RISES_DESC;During the celebration of the marriage between Alexander I of Epirus and Cleopatra in 336 BC, the latter's father, Philip II of Macedon, was assassinated by his bodyguard Pausanias. Some suggest that the assassination was in retaliation for Philip's refusal to punish Pausanias' rapist, Attalus, who was a prominent general at the time. Others suggest that the assassination occurred at the behest of Philip's wife Olympias. Regardless of who was ultimately responsible, Philip's twenty year old son Alexander succeeded to the throne. At this time, Macedonia dominated the southern Balkans and Philip had been preparing for an invasion of the mighty Persian Empire. Will Alexander realise his father's dream?;;;;;;;;;;;;;x
BM_END_OF_AN_ERA;End of An Era;;;;;;;;;;;;;x
BM_END_OF_AN_ERA_DESC;After four years of war, Alexander had all but completed his conquest of the Persian Empire in 330 BC. Darius III had fled and was murdered by his heir Bessus, who crowned himself Artaxerxes V though his authority only extended across the easternmost satrapies of the empire. This provided Alexander with the legitimate cause of avenging Darius' death and the excuse that he was bringing peace to the empire now in turmoil. Will Alexander continue east and discover even greater glory? Whatever happens, it is certain that it is the end of an era and the dawn of a new one in the Mediterranean.;;;;;;;;;;;;;x
BM_DEATH_OF_A_COLOSSUS;Death of a Colossus;;;;;;;;;;;;;x
BM_DEATH_OF_A_COLOSSUS_DESC;On the tenth of June 323 BC Alexander the Great died from a fever. Shortly after his death his generals made a compromise about who was to succeed him. Philippos Arrhidaios was to become king and if Alexander's unborn child was male, he too would become king. Furthermore, many of Alexander's generals would become governors and Perdikkas would become regent. Will the Kings somehow protect their rule against the ambition of the generals, or will the empire that Alexander created fall due to internal struggle?;;;;;;;;;;;;;x
BM_THE_RESTORATION_OF_SELEUCUS;Restoration of Seleucus;;;;;;;;;;;;;x
BM_THE_RESTORATION_OF_SELEUCUS_DESC;The satrapy of Babylonia was given to Seleucus at the Partition of Triparadisus in 321 BC. However in 316 BC, he was forced to flee by Antigonus who was returning from his campaign against Eumenes. Seleucus sought refuge in Egypt and served as a general for Ptolemy. They defeated Antigonus' son Demetrius Poliorcetes at Gaza in 312 BC and killed the Antigonid satrap of Babylonia there. Ptolemy subsequently gave Seleucus 1000 troops to retake his satrapy. The following Babylonian war would be one of the turning points of the Diadochi wars.;;;;;;;;;;;;;x
BM_DEMISE_OF_THE_ARGEADS;Demise of the Argeads;;;;;;;;;;;;;x
BM_DEMISE_OF_THE_ARGEADS_DESC;In order to secure his rule, the regent Cassander ordered the deaths of Alexander IV and and his mother Roxane in 310 BC. Subsequently, the Argead empire collapsed and in the following years the Diadochi would proclaim themselves kings over their respective domains. They would each claim that they were the rightful heirs to Alexander's empire. Amidst the backdrop of the intrigue and bickering of the Diadochi, tribes of Gauls were migrating into the Balkans and subduing the native tribes there. They would soon become a grave threat to the Hellenistic world.;;;;;;;;;;;;;x
BM_FALL_OF_ANTIGONOS;Fall of Antigonus;;;;;;;;;;;;;x
BM_FALL_OF_ANTIGONOS_DESC;After the Antigonid defeat during the Babylonian war, they had to give up the eastern satrapies. While Seleucus was consolidating his new gains and fighting the Indians, Antigonus attacked the other Diadochi once again. Cyprus was taken from Ptolemy and most of southern Greece was taken by his son, Demetrius Poliorcetes. Antigonus was still much more powerful than the others which is why the other Diadochi formed a coalition against him. The decisive battle would come at Ipsus in Anatolia. The armies of Seleucus, Cassander and Lysimachus stood against that of Antigonus. Antigonus was killed in the battle, but Demetrius managed to escape.;;;;;;;;;;;;;x
BM_END_OF_THE_DIADOCHI_WARS;End of the Diadochi Wars;;;;;;;;;;;;;x
BM_END_OF_THE_DIADOCHI_WARS_DESC;In 284 BC Lysimachus, who at this point ruled most of Thrace, Macedonia and Anatolia, had some problems at court. His new wife Arsinoe II, daughter of Ptolemy I, managed to convince Lysimachus to kill his heir Agathocles. The surviving relatives of Agathocles fled to Seleucus' court and solicited his aid. These people were also accompanied by Ptolemy Keraunos, an exiled son of Ptolemy I. Seleucus found an opportunity to expand his realm and invaded Lysimachus' lands. Lysimachus was killed and defeated by Seleucus at the battle of Corupedium in 281 BC. This victory was short-lived: Seleucus was killed while crossing into Europe by Ptolemy Keraunos, who seized Macedonia. With the death of the last of the Diadochi came an end to the wars which had dominated the Middle-East for the last four decades.;;;;;;;;;;;;;x
